L1	438.276
L2	3018.108
L3	11320.74
L4	545.4546
L5	9463.74
L6	3325.944
L7	9463.74
L8	5050.506
L9	1023.018
L10	5050.506
L11	7263.9
L12	1413.762
L13	7263.9
L14	3342.618
L15	1209.924
L16	3342.618
L17	6250.02
L18	6250.02
L19	14705.88
L20	1432.32
L21	9803.94
L22	857.142
L23	3000
L24	759.012
L25	759.012
L26	8298.78
L27	4823.154
L28	4823.154
L29	1951.854
L30	5853.66
L31	5853.66
L32	5046.258
L33	6128.7
L34	3184.716
L35	11194.02
L36	3224.076
L37	3597.12
L38	37735.86
L39	37735.86
L40	1396.65
L41	5376.342
L42	5376.342
L43	1753.362
L44	1635.324
L45	16393.44
L46	10238.88
L47	3790.272
L48	3790.272
L49	1793.184
L50	1578.948
L51	1282.872
L52	1753.362
L53	13824.9
L54	6204.78
L55	6204.78
L56	6179.22
L57	6179.22
L58	15267.18
L59	15267.18
L60	15267.18
L61	2657.22
L62	1815.978
L63	4270.464
L64	2899.95
L65	2590.674
L66	3000
L67	7317.06
L68	7317.06
L69	3020
L70	3020
L71	3450
L72	3450
L73	2175
L74	2175
L75	3450
L76	2491.692
L77	2490.66
L78	3450
L79	2000
L80	3450
L81	3600
L82	2000
L83	3600
L84	3020
L85	2400
L86	3020
L87	2400
L88	3020
L89	3020
L90	2000
L91	3020
L92	2000
L93	3020
L94	1120.236
L95	1732
L96	2667
L97	2894
L98	2667
L99	2831.526
L100	2667
L101	2450
L102	1560
L103	2450
L104	1800
L105	2396
L106	1800
L107	1800
L108	2396
L109	1800
L110	2667
L111	1760.046
L112	2667
L113	2667
L114	2450
L115	2667
L116	752
L117	602
L118	752
L119	218.9544
L120	354.2328
L121	594.0006
L122	647.388
L123	293.2554
L124	527.1942
L125	372.5322
L126	7947
L127	1049.136
L128	1800
L129	2450
L130	1646.544
L131	2450
L132	2450
L133	3097.572
L134	2874.942
L135	2874.942
L136	3600
L137	3600
L138	1935.486
L139	2159.052
L140	3600
L141	3600
L142	3600
L143	3600
L144	3600
L145	3600
L146	3600
L147	1644.288
L148	1765.224
L149	2320
L150	853.002
L151	2320
L152	1518.99
L153	1111.314
L154	2654.868
L155	5660.376
L156	1807.23
L157	2666.664
L158	2521.008
L159	683.37
L160	996.678
L161	1117.32
L162	3488.37
L163	1604.28
L164	1612.902
L165	1764.708
L166	1719.198
L167	621.762
L168	1530.612
L169	2510.46
L170	810.81
L171	1800
L172	2566.296
L173	1800
L174	1800
L175	2429.148
L176	1800
L177	6000
L178	1857.588
L179	6000
L180	2134
L181	2256.486
L182	2134
L183	2134
L184	2253.942
L185	2134
L186	2134
L187	2383.788
L188	2100
L189	14634.12
L190	2377.182
L191	2377.182
L192	3070
L193	3070
L194	2272.728
L195	1630
L196	1800
L197	1800
L198	1732
L199	2528.448
L200	891.528
L201	2448.978
L202	2448.978
L203	1376.148
L204	1111.314
L205	1111.314
L206	1111.314
L207	1800
L208	2079
L209	2079
L210	2079
L211	2079
L212	2079
L213	2079
L214	2079
L215	2079
L216	2079
L217	2079
L218	2079
L219	2079
L220	2079
L221	2079
L222	2079
L223	2079
L224	2079
L225	2079
L226	2079
L227	2079
L228	2079
L229	2079
L230	2079
L231	2079
L232	2079
L233	2079
L234	2079
L235	2079
L236	2079
L237	2079
L238	2079
L239	2079
L240	2079
L241	2079
L242	2079
L243	2079
L244	2079
L245	2079
L246	1120
L247	2079
L248	2079
L249	2079
L250	2079
L251	2079
L252	2079
L253	1120
L254	1120
L255	2079
L256	2079
L257	2079
L258	2079
L259	2079
L260	2079
L261	2079
L262	2079
L263	2079
L264	2450
L265	1120
L266	1120
L267	1120
L268	1120
L269	1120
L270	1120
L271	1120
L272	2079
L273	1120
L274	1120
L275	1120
L276	1120
L277	1120
L278	1120
L279	1120
L280	1120
L281	300
L282	1120
L283	1120
L284	1120
L285	1120
L286	1120
L287	2079
L288	1120
L289	1120
L290	1120
L291	1120
L292	1120
L293	1120
L294	4000.002
L295	4109.592
L296	3066
L297	3468.21
L298	10000.02
L299	5454.546
L300	5454.546
L301	10169.52
L302	430
L303	430
L304	2000
L305	6000
L306	40000.02
L307	30000
L308	2566.296
L309	11538.48
L310	12000
L311	2500
L312	24000
L313	2500
L314	250
L315	1008
L316	1300
L317	5000
L318	2000
L319	2630.424
L320	840
L321	13392.84
L322	3305.784
L323	4800
L324	3448.278
L325	5042.016
L326	6122.46
L327	5221.932
L328	5221.932
L329	5221.932
L330	3968.256
L331	6122.46
L332	3000
L333	12000
L334	4024.146
L335	4024.146
L336	4511.28
L337	4477.614
L338	4329.006
L339	4329.006
L340	8658
L341	2366.862
L342	4329.006
L343	522.9672
L344	2521.008
L345	2450
L346	4846.524
L347	10344.84
L348	3076.926
L349	3314.916
L350	4255.32
L351	13043.46
L352	11627.88
L353	5847.954
L354	12000
L355	12000
L356	12000
L357	12000
L358	12000
L359	12000
L360	12000
L361	840
L362	840
L363	840
L364	840
L365	840
L366	250
L367	840
L368	840
L369	840
L370	250
L371	250
L372	3000
L373	3000
L374	3000
L375	300
