loads:		DIABLOL	MIDWAY2L	ROUND_MT2L	EAGLROCKL	LITEHIPEL	LUGOL	MESA_CAL2L	MIRALOMAL	MIRALOMA2L	PARDEEL	VALLEYL	VINCENT2L	MIGUEL2L	MISSION2L	S_ONOFRE2L	SERRANO2L	GATES2L	MORROBAYL	PANOCHEL	WILSONL	GREGGL	MC_CALLL	TABLE_MTL	SUMMITL	HUMBOLDTL	FULTONL	SOBRANTEL	C_COSTAL	PITSBURG2L	MORAGAL	NEWARKL	METCALF2L	SANMATEOL	RAVENSWDL	MONTAVISL	JEFFERSNL	MARTINL	MARTIN2L	EMBRCDRDL	POTREROL
1	137.6727554	359.5396858	108.6348435	530.9009013	1247.525321	635.2662533	1255.088972	777.570827	1153.215321	1135.223206	755.9604185	783.0454692	1113.020653	1230.088602	1328.991561	1705.69423	161.0119983	208.4900785	315.6741297	323.1880706	401.5265467	371.4765527	182.4704147	228.2636219	75.49239231	449.9864827	393.1417085	332.9646266	481.5002291	422.0254755	473.088717	450.2702945	302.1028099	309.8126827	384.0855002	248.620634	114.8082187	223.1671514	245.7262616	172.2875921
2	133.9115055	349.7169826	105.6669157	516.3965721	1213.442655	617.9106397	1220.799665	756.3274212	1121.709225	1104.208659	735.3074139	761.652495	1082.612684	1196.482311	1292.68322	1659.094289	156.6131151	202.7940837	307.0498432	314.3585016	390.5567532	361.3277317	177.4852829	222.0274096	73.42992357	437.6927532	382.4009906	323.8679599	468.3455371	410.4956468	460.1638293	437.9688112	293.8492947	301.3485322	373.5922	241.8282637	111.671633	217.0701758	239.0129662	167.5806573
3	131.7757155	344.1392539	103.9816061	508.1604265	1194.089137	608.0554194	1201.328808	744.2645551	1103.818788	1086.597343	723.5798014	749.5046979	1065.345808	1177.399298	1272.065873	1632.632955	154.1152511	199.5596673	302.152624	309.3447147	384.3276602	355.5648201	174.6545231	218.4862357	72.25877029	430.7118756	376.3019761	318.7025041	460.8757702	403.9485431	452.8245546	430.9835307	289.1626146	296.5422447	367.6336791	237.9712807	109.8905525	213.6080662	235.2008851	164.907869
4	131.9732783	344.6551995	104.137499	508.9222784	1195.879358	608.9670374	1203.129883	745.3803825	1105.473671	1088.226408	724.6646175	750.6283815	1066.943012	1179.164496	1273.972999	1635.080656	154.3463061	199.8588541	302.6056218	309.8084951	384.9038577	356.0978953	174.9163713	218.8137979	72.36710316	431.3576139	376.8661411	319.180314	461.5667313	404.5541569	453.503445	431.6296763	289.5961373	296.9868312	368.1848484	238.3280556	110.0553043	213.9283148	235.5535065	165.1551047
5	136.8755282	357.4576847	108.0057673	527.8265919	1240.301226	631.5875912	1247.821077	773.0681161	1146.53735	1128.649423	751.5828479	778.5110561	1106.575439	1222.965478	1321.295716	1695.816997	160.0796196	207.2827665	313.8461428	321.3165724	399.2014106	369.3254284	181.4137758	226.9418065	75.05523545	447.3807277	390.8651268	331.0365148	478.7119862	419.5816354	470.3491829	447.6628961	300.3534109	308.0186379	381.8613607	247.1809364	114.1433941	221.8748483	244.3033246	171.2899194
6	148.2246802	387.0965956	116.9611583	571.591787	1343.141867	683.9562186	1351.285233	837.1677227	1241.603479	1222.232359	813.9009851	843.0619688	1198.328092	1324.368711	1430.852085	1836.42712	173.3527587	224.4697951	339.8689652	347.9588119	432.3015384	399.9483634	196.4558548	245.7588812	81.27850474	484.4756849	423.2740444	358.4846917	518.4048016	454.371607	509.3485893	484.7812495	325.2574718	333.5582677	413.5237233	267.676156	123.6076916	240.2717919	264.5599445	185.4925701
7	163.2882833	426.4359922	128.847549	629.6808435	1479.641106	753.4645152	1488.612056	922.2464174	1367.783694	1346.443949	896.6151552	928.739677	1320.110367	1458.960093	1576.265034	2023.057371	190.9700486	247.2819469	374.4087678	383.3207599	476.2349696	440.5938444	216.4210389	270.7345752	89.53858084	533.7114089	466.2900402	394.9163515	571.0886339	500.5479492	561.1120675	534.048027	358.3123549	367.4567343	455.5488249	294.8792329	136.1695484	264.6898504	291.4463308	204.3435904
8	173.2004302	452.3220884	136.6690278	667.9045845	1569.460288	799.2023405	1578.975805	978.2298708	1450.812756	1428.177616	951.0427049	985.117293	1400.245498	1547.523868	1671.949613	2145.863744	202.5625716	262.2927912	397.1366369	406.5896168	505.1440309	467.3393697	229.5585225	287.1690727	94.97387326	566.109483	494.5954109	418.8890997	605.755631	530.93289	595.1734535	566.4665349	380.0631176	389.7625915	483.2021678	312.7793923	144.4354971	280.7574128	309.1381014	216.7479323
9	180.6958973	471.8968973	142.5835523	696.8089977	1637.380661	833.7888297	1647.307974	1020.564002	1513.598507	1489.983804	992.2002774	1027.749486	1460.842888	1614.494915	1744.305341	2238.728704	211.3287223	273.6438425	414.3232257	424.1852953	527.0047759	487.5640703	239.492957	299.5966765	99.0839874	590.6085848	515.9996511	437.0170537	631.9704699	553.9096804	620.9303354	590.9810887	396.5108283	406.6300592	504.113351	326.3153149	150.6861254	292.907544	322.5164426	226.1279724
10	186.7819735	487.7910074	147.3859545	720.2784442	1692.529802	861.8719377	1702.791481	1054.937944	1564.578502	1540.168424	1025.618892	1062.365445	1510.046003	1668.873234	1803.055847	2314.132041	218.4465525	282.8605282	428.2781786	438.4724157	544.7549921	503.9858715	247.5593958	309.6874879	102.4212668	610.5010612	533.3792001	451.7363647	653.2560691	572.5660893	641.8440883	610.8861115	409.8658362	420.3258961	521.0925538	337.3060453	155.761433	302.7730565	333.3792219	233.7442609
11	190.799309	498.2824915	150.5559543	735.7703039	1728.932994	880.4092121	1739.415382	1077.627712	1598.229698	1573.294604	1047.678061	1085.214965	1542.524306	1704.767617	1841.83625	2363.904749	223.1449346	288.944336	437.4896517	447.903148	556.4716665	514.8256773	252.8839415	316.3482941	104.6241592	623.6318121	544.8512022	461.4523801	667.3064013	584.880929	655.6489699	624.0251441	418.6812938	429.3663303	532.3002928	344.5608757	159.1115739	309.2851461	340.5495936	238.7716685
